school,year,conference_name,lineage_conference_name
Cornell,1973,Ivy,Ivy
Dartmouth,1973,Ivy,Ivy
Davidson,1973,Southern,Southern
Dayton,1973,Independent,Independent
Delaware,1973,Independent,Independent
Drake,1973,Missouri Valley,Missouri Valley
Duke,1973,ACC,ACC
East Carolina,1973,Southern,Southern
East Tennessee State,1973,Independent,Independent
Eastern Kentucky,1973,Independent,Independent
Eastern Michigan,1973,Independent,Independent
Florida,1973,SEC,SEC
Florida State,1973,Independent,Independent
Fresno State,1973,PCAA,PCAA
Furman,1973,Southern,Southern
Georgia,1973,SEC,SEC
Georgia Tech,1973,Independent,Independent
Grambling,1973,Independent,Independent
Harvard,1973,Ivy,Ivy
Hawai'i,1973,Independent,Independent
Holy Cross,1973,Independent,Independent
Houston,1973,Independent,Independent
Howard Payne,1973,Independent,Independent
Idaho,1973,Big Sky,Big Sky
Idaho State,1973,Independent,Independent
Illinois,1973,Big Ten,Big Ten
Illinois State,1973,Independent,Independent
Indiana,1973,Big Ten,Big Ten
Indiana State,1973,Independent,Independent
Iowa,1973,Big Ten,Big Ten
Iowa State,1973,Big 8,Big 8
Kansas,1973,Big 8,Big 8
Kansas State,1973,Big 8,Big 8
Kent State,1973,Mid-American,Mid-American
Kentucky,1973,SEC,SEC
LSU,1973,SEC,SEC
Lafayette,1973,Independent,Independent
Lamar,1973,Independent,Independent
Lehigh,1973,Independent,Independent
Lenoir-Rhyne,1973,Independent,Independent
Long Beach State,1973,PCAA,PCAA
Louisiana,1973,Independent,Independent
Louisiana Tech,1973,Independent,Independent
Louisville,1973,Missouri Valley,Missouri Valley
Marshall,1973,Independent,Independent
Maryland,1973,ACC,ACC
Massachusetts,1973,Independent,Independent
McNeese,1973,Independent,Independent
Memphis,1973,Independent,Independent
Miami,1973,Independent,Independent
Miami (OH),1973,Mid-American,Mid-American
Michigan,1973,Big Ten,Big Ten
Michigan State,1973,Big Ten,Big Ten
Minnesota,1973,Big Ten,Big Ten
Mississippi State,1973,SEC,SEC
Missouri,1973,Big 8,Big 8
Montana,1973,Independent,Independent
Montana State,1973,Independent,Independent
Morehead State,1973,Independent,Independent
NC State,1973,ACC,ACC
Navy,1973,Independent,Independent
Nebraska,1973,Big 8,Big 8
New Hampshire,1973,Independent,Independent
New Mexico,1973,Western Athletic,Western Athletic
New Mexico State,1973,Missouri Valley,Missouri Valley
North Alabama,1973,Independent,Independent
North Carolina,1973,ACC,ACC
North Dakota,1973,Independent,Independent
North Texas,1973,Missouri Valley,Missouri Valley
Northeastern,1973,Independent,Independent
Northern Illinois,1973,Independent,Independent
Northern Iowa,1973,Independent,Independent
Northern Michigan,1973,Independent,Independent
Northwestern,1973,Big Ten,Big Ten
Northwestern State,1973,Independent,Independent
Notre Dame,1973,Independent,Independent
Ohio,1973,Mid-American,Mid-American
Ohio State,1973,Big Ten,Big Ten
Oklahoma,1973,Big 8,Big 8
Oklahoma State,1973,Big 8,Big 8
Ole Miss,1973,SEC,SEC
Oregon,1973,Pac-12,Pac-12
Oregon State,1973,Pac-12,Pac-12
Pacific,1973,PCAA,PCAA
Penn State,1973,Independent,Independent
Pennsylvania,1973,Ivy,Ivy
Pittsburgh,1973,Independent,Independent
Presbyterian,1973,Independent,Independent
Princeton,1973,Ivy,Ivy
Purdue,1973,Big Ten,Big Ten
Rhode Island,1973,Independent,Independent
Rice,1973,Southwest,Southwest
Richmond,1973,Southern,Southern
Rutgers,1973,Independent,Independent
SMU,1973,Southwest,Southwest
Sacramento State,1973,Independent,Independent
San Diego State,1973,PCAA,PCAA
San José State,1973,PCAA,PCAA
Santa Clara,1973,Independent,Independent
South Carolina,1973,Independent,Independent
Southern Illinois,1973,Independent,Independent
Southern Miss,1973,Independent,Independent
Stanford,1973,Pac-12,Pac-12
Syracuse,1973,Independent,Independent
TCU,1973,Southwest,Southwest
Tampa,1973,Independent,Independent
Temple,1973,Independent,Independent
Tennessee,1973,SEC,SEC
Tennessee State,1973,Independent,Independent
Tennessee Tech,1973,Independent,Independent
Texas,1973,Southwest,Southwest
Texas A&M,1973,Southwest,Southwest
Texas Tech,1973,Southwest,Southwest
Texas-Arlington,1973,Independent,Independent
The Citadel,1973,Southern,Southern
Toledo,1973,Mid-American,Mid-American
Tulane,1973,Independent,Independent
Tulsa,1973,Missouri Valley,Missouri Valley
UCLA,1973,Pac-12,Pac-12
UConn,1973,Independent,Independent
UL Monroe,1973,Independent,Independent
UNLV,1973,Independent,Independent
USC,1973,Pac-12,Pac-12
UTEP,1973,Western Athletic,Western Athletic
Utah,1973,Western Athletic,Western Athletic
Utah State,1973,Independent,Independent
VMI,1973,Southern,Southern
Vanderbilt,1973,SEC,SEC
Villanova,1973,Independent,Independent
Virginia,1973,ACC,ACC
Virginia Tech,1973,Independent,Independent
Wake Forest,1973,ACC,ACC
Washington,1973,Pac-12,Pac-12
Washington State,1973,Pac-12,Pac-12
Weber State,1973,Independent,Independent
West Chester,1973,Independent,Independent
West Texas A&M,1973,Missouri Valley,Missouri Valley
West Virginia,1973,Independent,Independent
Western Carolina,1973,Independent,Independent
Western Illinois,1973,Independent,Independent
Western Kentucky,1973,Independent,Independent
Western Michigan,1973,Mid-American,Mid-American
Wichita State,1973,Missouri Valley,Missouri Valley
William & Mary,1973,Southern,Southern
Wisconsin,1973,Big Ten,Big Ten
Wofford,1973,Independent,Independent
Wyoming,1973,Western Athletic,Western Athletic
Xavier,1973,Independent,Independent
Yale,1973,Ivy,Ivy
Youngstown State,1973,Independent,Independent
Air Force,1974,Independent,Independent
Akron,1974,Independent,Independent
Alabama,1974,SEC,SEC
App State,1974,Southern,Southern
Arizona,1974,Western Athletic,Western Athletic
Arizona State,1974,Western Athletic,Western Athletic
Arkansas,1974,Southwest,Southwest
Arkansas State,1974,Independent,Independent
Army,1974,Independent,Independent
Auburn,1974,SEC,SEC
BYU,1974,Western Athletic,Western Athletic
Ball State,1974,Independent,Independent
Baylor,1974,Southwest,Southwest
Boise State,1974,Independent,Independent
Boston College,1974,Independent,Independent
Boston University,1974,Independent,Independent
Bowling Green,1974,Mid-American,Mid-American
Brown,1974,Ivy,Ivy
Bucknell,1974,Independent,Independent
Cal Poly,1974,Independent,Independent
Cal Poly-Pomona,1974,Independent,Independent
Cal State Fullerton,1974,Independent,Independent
Cal State Northridge,1974,Independent,Independent
California,1974,Pac-12,Pac-12
Central Michigan,1974,Independent,Independent
Central State (OH),1974,Independent,Independent
Chattanooga,1974,Independent,Independent
Cincinnati,1974,Independent,Independent
Clemson,1974,ACC,ACC
Colgate,1974,Independent,Independent
Colorado,1974,Big 8,Big 8
Colorado State,1974,Western Athletic,Western Athletic
Columbia,1974,Ivy,Ivy
Cornell,1974,Ivy,Ivy
Dartmouth,1974,Ivy,Ivy
Davidson,1974,Independent,Independent
Dayton,1974,Independent,Independent
Delaware,1974,Independent,Independent
Drake,1974,Missouri Valley,Missouri Valley
Duke,1974,ACC,ACC
East Carolina,1974,Southern,Southern
East Tennessee State,1974,Independent,Independent
Eastern Kentucky,1974,Independent,Independent
Eastern Michigan,1974,Independent,Independent
Florida,1974,SEC,SEC
Florida A&M,1974,Independent,Independent
Florida State,1974,Independent,Independent
Fresno State,1974,PCAA,PCAA
Furman,1974,Southern,Southern
Georgia,1974,SEC,SEC
Georgia Tech,1974,Independent,Independent
Harvard,1974,Ivy,Ivy
Hawai'i,1974,Independent,Independent
Holy Cross,1974,Independent,Independent
Houston,1974,Independent,Independent
Humboldt State,1974,Independent,Independent
Idaho,1974,Big Sky,Big Sky
Idaho State,1974,Independent,Independent
Illinois,1974,Big Ten,Big Ten
Illinois State,1974,Independent,Independent
Indiana,1974,Big Ten,Big Ten
Indiana State,1974,Independent,Independent
Iowa,1974,Big Ten,Big Ten
Iowa State,1974,Big 8,Big 8
Jacksonville State,1974,Independent,Independent
Kansas,1974,Big 8,Big 8
Kansas State,1974,Big 8,Big 8
Kent State,1974,Mid-American,Mid-American
Kentucky,1974,SEC,SEC
LSU,1974,SEC,SEC
Lafayette,1974,Independent,Independent
Lamar,1974,Independent,Independent
Lehigh,1974,Independent,Independent
Lenoir-Rhyne,1974,Independent,Independent
Long Beach State,1974,PCAA,PCAA
Louisiana,1974,Independent,Independent
Louisiana Tech,1974,Independent,Independent
Louisville,1974,Missouri Valley,Missouri Valley
Marshall,1974,Independent,Independent
Maryland,1974,ACC,ACC
Massachusetts,1974,Independent,Independent
McNeese,1974,Independent,Independent
Memphis,1974,Independent,Independent
Miami,1974,Independent,Independent
Miami (OH),1974,Mid-American,Mid-American
Michigan,1974,Big Ten,Big Ten
Michigan State,1974,Big Ten,Big Ten
Middle Tennessee,1974,Independent,Independent
Minnesota,1974,Big Ten,Big Ten
Minnesota Morris,1974,Independent,Independent
Mississippi State,1974,SEC,SEC
Missouri,1974,Big 8,Big 8
Montana,1974,Independent,Independent
Montana State,1974,Independent,Independent
Morehead State,1974,Independent,Independent
NC State,1974,ACC,ACC
Navy,1974,Independent,Independent
Nebraska,1974,Big 8,Big 8
Nevada,1974,Independent,Independent
New Mexico,1974,Western Athletic,Western Athletic
New Mexico State,1974,Missouri Valley,Missouri Valley
North Carolina,1974,ACC,ACC
North Dakota,1974,Independent,Independent
North Texas,1974,Missouri Valley,Missouri Valley
Northern Arizona,1974,Independent,Independent
Northern Illinois,1974,Independent,Independent
Northern Iowa,1974,Independent,Independent
Northern Michigan,1974,Independent,Independent
Northwestern,1974,Big Ten,Big Ten
Northwestern State,1974,Independent,Independent
Notre Dame,1974,Independent,Independent
Ohio,1974,Mid-American,Mid-American
Ohio State,1974,Big Ten,Big Ten
Oklahoma,1974,Big 8,Big 8
Oklahoma State,1974,Big 8,Big 8
Ole Miss,1974,SEC,SEC
Oregon,1974,Pac-12,Pac-12
Oregon State,1974,Pac-12,Pac-12
Pacific,1974,PCAA,PCAA
Penn State,1974,Independent,Independent
Pennsylvania,1974,Ivy,Ivy
Pittsburgh,1974,Independent,Independent
Presbyterian,1974,Independent,Independent
Princeton,1974,Ivy,Ivy
Purdue,1974,Big Ten,Big Ten
Rhode Island,1974,Independent,Independent
Rice,1974,Southwest,Southwest
Richmond,1974,Southern,Southern
Rutgers,1974,Independent,Independent
SMU,1974,Southwest,Southwest
Sacramento State,1974,Independent,Independent
San Diego State,1974,PCAA,PCAA
San José State,1974,PCAA,PCAA
Santa Clara,1974,Independent,Independent
South Carolina,1974,Independent,Independent
Southern Illinois,1974,Independent,Independent
Southern Miss,1974,Independent,Independent
Stanford,1974,Pac-12,Pac-12
Syracuse,1974,Independent,Independent
TCU,1974,Southwest,Southwest
Tampa,1974,Independent,Independent
Temple,1974,Independent,Independent
Tennessee,1974,SEC,SEC
Tennessee State,1974,Independent,Independent
Tennessee Tech,1974,Independent,Independent
Texas,1974,Southwest,Southwest
Texas A&M,1974,Southwest,Southwest
Texas Tech,1974,Southwest,Southwest
Texas-Arlington,1974,Independent,Independent
The Citadel,1974,Southern,Southern
Toledo,1974,Mid-American,Mid-American
Tulane,1974,Independent,Independent
Tulsa,1974,Missouri Valley,Missouri Valley
UCLA,1974,Pac-12,Pac-12
UConn,1974,Independent,Independent
UL Monroe,1974,Independent,Independent
UNLV,1974,Independent,Independent
USC,1974,Pac-12,Pac-12
UTEP,1974,Western Athletic,Western Athletic
Utah,1974,Western Athletic,Western Athletic
Utah State,1974,Independent,Independent
VMI,1974,Southern,Southern
Vanderbilt,1974,SEC,SEC
Villanova,1974,Independent,Independent
Virginia,1974,ACC,ACC
Virginia Tech,1974,Independent,Independent
Wake Forest,1974,ACC,ACC
Washington,1974,Pac-12,Pac-12
Washington State,1974,Pac-12,Pac-12
Weber State,1974,Independent,Independent
West Texas A&M,1974,Missouri Valley,Missouri Valley
West Virginia,1974,Independent,Independent
Western Carolina,1974,Independent,Independent
Western Illinois,1974,Independent,Independent
Western Kentucky,1974,Independent,Independent
Western Michigan,1974,Mid-American,Mid-American
Wichita State,1974,Missouri Valley,Missouri Valley
William & Mary,1974,Southern,Southern
Wisconsin,1974,Big Ten,Big Ten
Wisconsin-Milwaukee,1974,Independent,Independent
Wofford,1974,Independent,Independent
Wyoming,1974,Western Athletic,Western Athletic
Yale,1974,Ivy,Ivy
Air Force,1975,Independent,Independent
Akron,1975,Independent,Independent
Alabama,1975,SEC,SEC
App State,1975,Southern,Southern
Arizona,1975,Western Athletic,Western Athletic
Arizona State,1975,Western Athletic,Western Athletic
Arkansas,1975,Southwest,Southwest
Arkansas State,1975,Southland,Southland
Army,1975,Independent,Independent
Auburn,1975,SEC,SEC
BYU,1975,Western Athletic,Western Athletic
Ball State,1975,Mid-American,Mid-American
Baylor,1975,Southwest,Southwest
Boise State,1975,Independent,Independent
Boston College,1975,Independent,Independent
Boston University,1975,Independent,Independent
Bowling Green,1975,Mid-American,Mid-American
Brown,1975,Ivy,Ivy
Bucknell,1975,Independent,Independent
Cal Poly,1975,Independent,Independent
Cal Poly-Pomona,1975,Independent,Independent
Cal State Fullerton,1975,PCAA,PCAA
Cal State Los Angeles,1975,Independent,Independent
Cal State Northridge,1975,Independent,Independent
California,1975,Pac-12,Pac-12
California-Riverside,1975,Independent,Independent
Central Michigan,1975,Mid-American,Mid-American
Central State (OH),1975,Independent,Independent
Chattanooga,1975,Independent,Independent
Cincinnati,1975,Independent,Independent
Clemson,1975,ACC,ACC
Colgate,1975,Independent,Independent
Colorado,1975,Big 8,Big 8
Colorado State,1975,Western Athletic,Western Athletic
Columbia,1975,Ivy,Ivy
Cornell,1975,Ivy,Ivy
Dartmouth,1975,Ivy,Ivy
Davidson,1975,Independent,Independent
Dayton,1975,Independent,Independent
Delaware,1975,Independent,Independent
Drake,1975,Missouri Valley,Missouri Valley
Duke,1975,ACC,ACC
East Carolina,1975,Southern,Southern
East Tennessee State,1975,Independent,Independent
Eastern Illinois,1975,Independent,Independent
Eastern Kentucky,1975,Independent,Independent
Eastern Michigan,1975,Independent,Independent
Florida,1975,SEC,SEC
Florida State,1975,Independent,Independent
Fresno State,1975,PCAA,PCAA
Furman,1975,Southern,Southern
Georgia,1975,SEC,SEC
Georgia Tech,1975,Independent,Independent
Grambling,1975,Independent,Independent
Harvard,1975,Ivy,Ivy
Hawai'i,1975,Independent,Independent
Holy Cross,1975,Independent,Independent
Houston,1975,Independent,Independent
Idaho,1975,Big Sky,Big Sky
Idaho State,1975,Independent,Independent
Illinois,1975,Big Ten,Big Ten
Illinois State,1975,Independent,Independent
Indiana,1975,Big Ten,Big Ten
Indiana State,1975,Independent,Independent
Iowa,1975,Big Ten,Big Ten
Iowa State,1975,Big 8,Big 8
Jacksonville State,1975,Independent,Independent
Kansas,1975,Big 8,Big 8
Kansas State,1975,Big 8,Big 8
Kent State,1975,Mid-American,Mid-American
Kentucky,1975,SEC,SEC
LSU,1975,SEC,SEC
Lafayette,1975,Independent,Independent
Lamar,1975,Southland,Southland
Lehigh,1975,Independent,Independent
Lenoir-Rhyne,1975,Independent,Independent
Long Beach State,1975,PCAA,PCAA
Louisiana,1975,Southland,Southland
Louisiana Tech,1975,Southland,Southland
Louisville,1975,Independent,Independent
Marshall,1975,Independent,Independent
Maryland,1975,ACC,ACC
Massachusetts,1975,Independent,Independent
McNeese,1975,Southland,Southland
Memphis,1975,Independent,Independent
Miami,1975,Independent,Independent
Miami (OH),1975,Mid-American,Mid-American
Michigan,1975,Big Ten,Big Ten
Michigan State,1975,Big Ten,Big Ten
Middle Tennessee,1975,Independent,Independent
Minnesota,1975,Big Ten,Big Ten
Mississippi State,1975,SEC,SEC
Missouri,1975,Big 8,Big 8
Montana State,1975,Independent,Independent
